7.281050100000000000e+07,1.519774436090225436e+02,1.631578947368421098e+02,1.763007518796992485e+02,1.751578947368421098e+02,1.651729323308270807e+02,1.660075187969924571e+02,1.701353383458646249e+02,1.715112781954886998e+02,1.679398496240601446e+02,1.625413533834586417e+02,1.579774436090226004e+02,1.284962406015037573e+01
6.606030300000000000e+07,2.744586466165413867e+02,2.906691729323307527e+02,3.078496240601503473e+02,3.107969924812030627e+02,2.974887218045112718e+02,2.981654135338345668e+02,3.041353383458646817e+02,3.044360902255638734e+02,3.008045112781954913e+02,2.867368421052631788e+02,2.782857142857142776e+02,2.290225563909774564e+01
5.931010200000000000e+07,1.461503759398495959e+02,1.599398496240601730e+02,1.704887218045112718e+02,1.648646616541353467e+02,1.595338345864661562e+02,1.645563909774436127e+02,1.673007518796992485e+02,1.673082706766917340e+02,1.624511278195489012e+02,1.572631578947368212e+02,1.505789473684210122e+02,1.225563909774436055e+01
4.345040200000000000e+07,2.517218045112782079e+02,2.591503759398496527e+02,2.619398496240601730e+02,2.623759398496240465e+02,2.590601503759398838e+02,2.691654135338345668e+02,2.782781954887217921e+02,2.690000000000000000e+02,2.651578947368420813e+02,2.736240601503759535e+02,2.681127819548872253e+02,2.093984962406015171e+01
8.513130100000000000e+07,3.766917293233083086e+01,4.436842105263157521e+01,5.301503759398495674e+01,5.481203007518796255e+01,5.178195488721804907e+01,5.342105263157893802e+01,5.935338345864661846e+01,6.221804511278195093e+01,6.431578947368421950e+01,5.880451127819549129e+01,4.509022556390978309e+01,3.127819548872180277e+00
7.612010200000000000e+07,4.972932330827068625e+01,6.281954887218044803e+01,6.797744360902255778e+01,5.734586466165413299e+01,4.755639097744361266e+01,4.460150375939848999e+01,4.631578947368420529e+01,4.997744360902255778e+01,5.072932330827067204e+01,4.943609022556390897e+01,4.777443609022556359e+01,3.345864661654135208e+00
7.766020400000000000e+07,1.215714285714285552e+02,1.337293233082706649e+02,1.463082706766917340e+02,1.454962406015037288e+02,1.369774436090225720e+02,1.355939849624060116e+02,1.380451127819549129e+02,1.399699248120300581e+02,1.348721804511278037e+02,1.282857142857142776e+02,1.223007518796992485e+02,9.842105263157895578e+00
1.776030100000000000e+07,2.897894736842105203e+02,3.019022556390978025e+02,3.139022556390978025e+02,3.105338345864661846e+02,3.013533834586466469e+02,3.033984962406015029e+02,3.103909774436090174e+02,3.155413533834586701e+02,3.118496240601502905e+02,3.048045112781954913e+02,2.984812030075187295e+02,2.474436090225563945e+01
3.824030100000000000e+07,5.779699248120301291e+01,8.803007518796992770e+01,1.177293233082706791e+02,1.156090225563909826e+02,9.706766917293232666e+01,9.249624060150375726e+01,9.940601503759397417e+01,1.026917293233082802e+02,9.521052631578947967e+01,8.079699248120300581e+01,6.500000000000000000e+01,4.112781954887218205e+00
7.920030200000000000e+07,1.091578947368421098e+02,1.157744360902255636e+02,1.259699248120300865e+02,1.272932330827067631e+02,1.210751879699248121e+02,1.208421052631579045e+02,1.253834586466165320e+02,1.270601503759398412e+02,1.251203007518796824e+02,1.197894736842105345e+02,1.112932330827067489e+02,8.842105263157895578e+00
3.824030300000000000e+07,5.909774436090224725e+01,7.927819548872180633e+01,8.928571428571429180e+01,7.387969924812030342e+01,5.300751879699247127e+01,5.242105263157894512e+01,5.833082706766917624e+01,5.611278195488722531e+01,5.263157894736842479e+01,5.236090225563909684e+01,5.701503759398497095e+01,4.406015037593984829e+00
9.968030100000000000e+07,2.305338345864661562e+02,2.421428571428571388e+02,2.565037593984961859e+02,2.570300751879699419e+02,2.482406015037593932e+02,2.443458646616541330e+02,2.510375939849623990e+02,2.599624060150376295e+02,2.618571428571428328e+02,2.496090225563909542e+02,2.367218045112782079e+02,1.940601503759398483e+01
1.019090200000000000e+07,6.857894736842105488e+01,7.660150375939849710e+01,8.399999999999998579e+01,8.312030075187969658e+01,7.917293233082706649e+01,7.769172932330826598e+01,7.727067669172932085e+01,7.799248120300751452e+01,7.794736842105263008e+01,7.672932330827069336e+01,7.307518796992481214e+01,5.766917293233082553e+00
